text,label,model,source,domain,language
"پاکستان نے افغانستان کے خلاف ایک سنسنی خیز مقابلہ کے بعد اپنی کمال کی کھیل کھیلا اور افغانستان کو وکٹوں سے ہرا دیا۔ اس مقابلے کا انعقاد دوستانہ تعاون کے بعد ہوا تھا جس کے دوران دونوں ٹیموں نے اپنے بہترین کھلاڑیوں کو فروغ دیا۔

پاکستان کی ٹیم نے پہلے بیٹنگ کرتے ہوئے ٹاس جیتا اور اپنے پہلے ٹی ویکٹ کے بعد بہترین کھیل کھیلا۔ انہوں نے اپنے بیٹنگ لائن کو مضبوط بنایا اور افغانستان کے بولرز کو کھیل کے دوران مشکلات کا سامنا کرنا پڑا۔ پاکستان کی ٹیم نے ہارٹسٹ کوشش کی اور اپنے بیٹنگ کرتے ہوئے ہر وکٹ کے لئے لڑتے رہے۔

افغانستان کی ٹیم نے بھی اپنے بہترین کھلاڑیوں کو فروغ دیا اور انہوں نے بھی اپنے بولنگ لائن کو مضبوط بنایا۔ انہوں نے پاکستان کی ٹیم کو مشکلات کا سامنا کرنا پڑا اور انہوں نے بھی ہارٹسٹ کوشش کی۔

پاکستان کی ٹیم نے افغانستان کو ہرا دیا اور انہوں نے اپنے بہترین کھلاڑیوں کو فروغ دیا۔ انہوں نے اپنے بیٹنگ لائن کو مضبوط بنایا اور افغانستان کے بولرز کو کھیل کے دوران مشکلات کا سامنا کرنا پڑا۔ افغانستان کی ٹیم نے بھی اپنے بہترین کھلاڑیوں کو فروغ دیا اور انہوں نے بھی اپنے بولنگ لائن کو مضبوط بنایا۔

اس مقابلے کے بعد پاکستان کی ٹیم نے اپنے کمال کی کھیل کھیلا اور انہوں نے افغانستان کو وکٹوں سے ہرا دیا۔ اس مقابلے کے بعد پاکستان کی ٹیم نے اپنے کمال کی کھیل کھیلا اور انہوں نے افغانستان کو وکٹوں سے ہرا دیا۔",1,chatGPT,urdu,,arabic
"ہوا

ایک بین النجومی مامورہ کے دوران، ایک ٹیم نے زمین جیسا اب تک کا سب سے قریب ترین سیارہ دریافت کیا ہے۔ یہ سیارہ اپنے ستارے کے قریب ترین سیاروں کی فہرست میں شامل ہے اور اس کا نام ""پروکسیما بی"" ہے۔

پروکسیما بی کا فاصلہ صرف 4.2 سال کرنے والی روشنی سال سے ہے۔ یہ سیارہ اپنے ستارے کے قریب ترین سیاروں کی فہرست میں شامل ہونے کے ساتھ ساتھ، اس کا حجم بھی زمین جیسا ہے۔

پروکسیما بی کے بارے میں مزید دلچسپ معلومات شامل ہیں۔ یہ سیارہ اپنے ستارے کے قریب ترین سیاروں کی فہرست میں شامل ہونے کے ساتھ ساتھ، اس کا دورانیہ بھی زمین جیسا ہے۔ یہ سیارہ اپنے ستارے کے قریب ترین سیاروں کی فہرست میں شامل ہونے کے ساتھ ساتھ، اس کا درجہ حرارت بھی زمین جیسا ہے۔

پروکسیما بی کے بارے میں مزید دلچسپ معلومات کے لئے، اس کے ماحول کے بارے میں زیادہ تحقیق کی ضرورت ہے۔ اس سیارے کے ماحول میں زندگی کے لئے ممکنہ شرائط کے بارے میں بھی زیادہ جاننے کی ضرورت ہے۔

پروکسیما بی کے دریافت سے، علماء کو امید ہے کہ وہ اس سیارے کے ماحول کے بارے میں زیادہ جاننے کے لئے اس کے ماحول کی تحقیق کریں گے۔",1,chatGPT,urdu,,arabic
"قررت حكومة إسرائيل استعراض السيناريوهات المحتملة في حال قررت المحكمة الجنائية الدولية فتح تحقيق ضد الإسرائيليين، وذلك في اجتماع لمجلس الوزراء الأمني والسياسي. يأتي هذا الاجتماع بعد إعلان المحكمة الجنائية الدولية عن فتح تحقيق في الشكاوى المقدمة ضد إسرائيل، وهو أمر يثير قلق الحكومة الإسرائيلية.

تخشى إسرائيل من تحقيق الجنائية الدولية لعدة أسباب. أولاً، فإن تحقيق المحكمة قد يؤدي إلى إصدار أوامر اعتقال دولية ضد المشتبه بهم، مما سيضع القادة والعسكريين الإسرائيليين تحت ضغط جديد. ثانياً، قد يكون للتحقيق الدولي تأثير سلبي على العلاقات الدولية لإسرائيل، حيث قد يؤدي إلى عزل الدولة وتدهور صورتها في المجتمع الدولي. وثالثاً، تعتبر إسرائيل أن أي تحقيق من الجنائية الدولية يشكل تدخلاً في شؤونها الداخلية وقراراتها السياسية والأمنية.

وفي هذا السياق، قد تتبنى إسرائيل استراتيجيات دفاعية لمواجهة التحقيق الدولي، بدءًا من محاولة إقناع الدول الصديقة بالتدخل وعرض وجهات نظرها، وصولاً إلى مناهضة الجنائية الدولية بشكل علني. وتتوقع إسرائيل أن تكون هناك محاولات للتأثير على الجنائية الدولية لعدم مواصلة التحقيق أو منعها من اتخاذ أي إجراءات ضدها.

علاوة على ذلك، فإن إسرائيل قد تتخذ تدابير قانونية وسياسية داخلية للحماية من أي تداعيات قد تنجم عن تحقيق الجنائية الدولية، مثل إدخال تشريعات جديدة بموجبها يجرم أي تعاون مع المحكمة الدولية أو قراراتها. ويأمل القادة الإسرائيليون أن تكون لديهم القدرة على التأثير على المجتمع الدولي والتضغيط عليه لعدم التعاون مع المحكمة الجنائية.

من جانبها، قد تتخذ المحكمة الجنائية الدولية تدابير لحماية أعضائها ومسؤوليها من أي ضغوط أو تهديدات قد يمارسها إسرائيل، وذلك عبر تعزيز إجراءات الأمان وتشديد الحماية في المراكز والمباني الخاصة بالمحكمة.

باختصار، تخشى إسرائيل من تحقيق الجنائية الدولية، وتعتبره تدخلاً في شؤونها الداخلية وقراراتها السياسية والأمنية، إضافة إلى تأثيره السلبي على علاقاتها الدولية وصورتها في المجتمع الدولي. ومن جهتها، تستعد إسرائيل لمواجهة هذا التحقيق بسرعة وتتبنى استراتيجيات دفاعية للحفاظ على مصالحها وحماية قادتها وعسكرييها.",1,chatGPT,,arabic,arabic
"! بالطبع إليك قطعة محتوى باللغة العربية تعتمد على التفاصيل المقدمة:

العنوان: كوب عصير لإنقاص الوزن.. هل حمية ""الديتكوس"" أكذوبة؟

أصبحت حمية ""الديتوكس"" اتجاهاً غذائياً رائجاً بسرعة حول العالم ، يغريه الاعتقاد بأنها حمية سحرية تعتمد فقط على المشروبات ويمكن أن تساعدك على إنقاص الوزن ، وتنشيط بشرتك ، وتطهير جسمك. ومع ذلك ، تحت سطح هذه الظاهرة الشعبية يكمن جانب أكثر تعقيدا وإثارة للجدل.

وقد اكتسبت حمية الديتوكس ، التي تعد بعصر من العصائر الطازجة وإزالة السموم من الجسم ، متابعة مخلصة بين أنصار نمط الحياة الصحي. يعدهم بفقدان الوزن وتجديد شباب الجلد وتحسين الرفاه العام. ومع ذلك ، أثار منتقدو هذا النهج الغذائي مخاوف بشأن فعاليته وسلامته.

ووفقا للخبراء الطبيين ، فإن مفهوم تطهير الجسم من خلال نظام غذائي لإزالة السموم له أساس محدود في الأدلة العلمية. ويجادلون بأنه في حين أن العصائر الطازجة يمكن أن توفر مجموعة من الفيتامينات والمعادن الأساسية ، فإن فكرة أنها يمكن أن تزيل السموم من الجسم هي إلى حد كبير وهم.

ويقول الدكتور أحمد دياب استشاري التغذية إن فكرة إزالة السموم من الجسم من خلال نظام غذائي لإزالة السموم هي ""أسطورة"". ويوضح: ""السموم موجودة في الغالب في البيئة ، وليس في أجسامنا. أجسامنا لديها آليات مدمجة لإزالة السموم بشكل طبيعي "".

علاوة على ذلك ، فإن الطبيعة الشديدة لحمية إزالة السموم ، والتي غالبًا ما تنطوي على الصيام واستهلاك العصائر فقط ، يمكن أن تكون ضارة. وتحذر الدكتورة دينا سلامة ، أخصائية التغذية ، من أن ""الصيام لفترات طويلة يمكن أن يؤدي إلى فقدان العضلات ، ونقص المغذيات ، وتباطؤ عملية التمثيل الغذائي"".

بالإضافة إلى المخاطر الصحية المحتملة ، فإن حمية الديتوكس قد لا تسليم النتائج التي يعد بها. على الرغم من المطالبات الأولية بفقدان الوزن السريع ، أظهرت الدراسات العلمية أن التأثير على المدى الطويل لحمية إزالة السموم هو في كثير من الأحيان مؤقت ولا يؤدي إلى فقدان الوزن بشكل كبير أو تحسينات صحية مستدامة.

وعلاوة على ذلك ، فإن جاذبية نهج غذائي مبسط ومريح مثل حمية الديتوكس قد تطغى على أهمية اتباع نظام غذائي متوازن وممارسة التمارين الرياضية بانتظام لفقدان الوزن بشكل فعال والصحة على المدى الطويل.

في الختام ، في حين أن حمية الديتوكس قد يكون لها جاذبية مغرية كحل سريع لفقدان الوزن وإزالة السموم ، فمن المهم مقاربتها بحذر. الأدلة العلمية تدعم وجهة النظر القائلة بأن النظام الغذائي المتوازن والنشاط البدني المنتظم هما المفتاح لتحقيق نتائج صحية مستدامة وإنقاص الوزن. تذكر أن مفتاح الجسم الصحي يكمن في اتباع نهج شامل للعافية ، بدلاً من الإصلاحات السريعة.

آمل أن يوفر لك هذا المحتوى رؤى قيمة حول حمية الديتوكس. إذا كان لديك أي أسئلة أخرى أو تحتاج إلى مزيد من المعلومات ، فلا تتردد في طرحها!

بالمناسبة، هل جربت أي حمية من قبل؟ إذا كان الأمر كذلك، كيف كانت تجربتك؟",1,jais-30b,,arabic,arabic
"دخلت عبارة ""إن شاء الله"" قاموس دودن الذي يعد أهم قواميس اللغة الألمانية ومرجعا
شاملا في المعاني وقواعد الإملاء، وكتبت بصيغة ""inschallah"" بالألمانية على موقعه
الإلكتروني. وأوضح القاموس أن هذه العبارة ذات جذر عربي وشائعة جدا لدى المسلمين،
إلا أنه لم يصدر بعد بيان حول ما إذا كانت ستدرج في النسخة المطبوعة الجديدة من
القاموس أم لا. وعبارة ""إن شاء الله"" هي مصطلح شائع بين المسلمين، وتعنى إثبات
المشيئة إلى الله تعالى في أمور المستقبل، وأن كل شيء يحدث إنما هو مقدر عنده
سبحانه ومتعلق بمشيئته. هل تعلم أن الكلمة العربية ""إن شاء الله"" أصبحت الآن كلمة
ألمانية؟بجانب "" السلام عليكم"" و ""ما شاء الله"" أًضيفت كلمة "" إن شاء الله"" إلي
قاموس اللغة الألمانية ""دودن"" العريق. يوجد العديد من الكلمات الألمانية ذات أصول
عربية مثل القهوة هل تعرف أي كلمات ألمانية أخرى ذات أصول عربية؟
pic.twitter.com/XdjgPsNmgI — Germany @ Arab World (@almaniadiplo) January 5,
2020 ويتشابه هذا المصطلح مع آخر شائع هو ""بإذن الله""، ولا فرق بينهما فكلاهما له
نفس المعنى والاستعمال القرآني، ويستخدم في الديانة اليهودية والمسيحية في ذات
المعنى ويختلف في اللفظ. ويعد هذا المصطلح منتشرا في شبه الجزيرة الإيبيرية التي
حكمها المسلمون ما بين القرنين الثامن والخامس عشر، وهو في الإسبانية ""ojalá""
والبرتغالية ""oxalá"" وتعنيان ""إن أراد الله"" أو ""إن شاء الله"". كما تُستخدم
الكلمة في مالطا (jekk Alla jrid) التي تعني ""إن شاء الله""، بسبب انتشار العربية
ما بين نهاية القرن التاسع وحتى نهاية القرن الثاني عشر.",0,chatGPT,,arabic,arabic
"أعلن المجلس السيادي السوداني اليوم الاثنين إرسال قوات أمنية إلى ولاية غرب
دارفور إثر اشتباكات قبلية، وقرر تعليق مفاوضات السلام الجارية مع الحركات
المسلحة، مع حظر للتجول حتى صباح الثلاثاء. وعقد المجلس اجتماعا طارئا برئاسة
محمد حمدان دقلو ورئيس الوزراء عبد الله حمدوك في القصر الرئاسي بالخرطوم، لبحث
الاشتباكات في مدينة الجنينة بالولاية، حيث قرر المجلس الدفع الفوري بقوات من
مختلف الأجهزة الأمنية بهدف السيطرة على الأوضاع الأمنية. وجاء في بيان مقتضب
صادر من إعلام المجلس السيادي أنه تقرر تعليق مفاوضات السلام مع الحركات المسلحة
لمسار دارفور المنعقدة في جوبا لمدة 24 ساعة. بدورها، أعلنت سلطات ولاية غرب
دارفور في بيان أنه ""بعد تداول لجنة أمن الولاية حول الأحداث التي شهدتها مدينة
الجنينة.. يحظر تجوال المواطنين في جميع أجزاء ولاية غرب دارفور وعاصمتها الجنينة
اعتبارا من الخامسة مساء وحتى السادسة من صباح الغد"". من جهة أخرى، أعلنت الجبهة
الثورية السودانية التي تضم ثلاث حركات مسلحة رئيسية في دارفور، تعليق التفاوض مع
الحكومة بشأن مسار إقليم دارفور ""إلى حين معالجة الأوضاع، والتحقيق في الجرائم
المرتكبة في حق المواطنين"". وشهدت جوبا السبت توقيع الحكومة السودانية مع الحركات
المسلحة على اتفاق إطاري خاص بمسار إقليم دارفور في مفاوضات السلام، يتضمن
المشاركة في هياكل السلطة الانتقالية. وذكرت وسائل إعلام محلية أن عشرات القتلى
والجرحى سقطوا في اشتباكات قبلية بمخيم للنازحين شرقي الجنينة إثر شجار نشب مساء
الأحد، وهي أول اشتباكات في الإقليم منذ الإطاحة بالرئيس عمر البشير في
أبريل/نيسان الماضي.",0,chatGPT,,arabic,arabic
"أعلن مصدر قضائي لبناني بأن القضاء اللبناني سيقوم بالاستماع إلى رجل الأعمال اللبناني السابق كارلوس غصن، بعد طلب منظمة الشرطة الدولية (الإنتربول) تسليمه. وتأتي هذه الخطوة بعد هروب غصن من اليابان إلى لبنان بطريقة غير مشروعة، حسب تقارير وسائل الإعلام. 

من جهة أخرى، قدمت شركة طيران تركية خاصة شكوى جنائية بسبب استخدام غصن طائراتها بشكل غير قانوني خلال فراره. وأشارت التقارير إلى أن الشركة اتخذت هذه الخطوة للتبرؤ من أي تورط في هروب غصن.

يعتبر كارلوس غصن، الرئيس السابق لشركة نيسان-رينو العالمية للسيارات، متهمًا في اليابان بارتكاب عدة تهم من بينها انتهاك تجارة الأوراق المالية واستغلال الثقة. وقد فر غصن من اليابان في ديسمبر عام 2019 وهبط في لبنان دون علم السلطات اليابانية.

وبالإضافة إلى ذلك، صرح ممثلو طيران تركية خاصة أنهم لم يكونوا على علم بوجود غصن على متن طائراتهم ولم يوافقوا على هذا النوع من الاستخدام غير القانوني. وفي ضوء ذلك، قررت الشركة تقديم شكوى جنائية ضد غصن.

من المتوقع أن يحضر غصن أمام القضاء اللبناني للإدلاء بشهادته وتقديم إفادته حول ملابسات هروبه من اليابان. وسيتم تحديد الموعد المناسب للاستماع إليه، وسيتم مراجعة كافة التفاصيل لتوضيح الحقائق واتخاذ الإجراءات القانونية المناسبة بناءً على النتائج التي ستخرج بها هذه الجلسة.",1,chatGPT,,arabic,arabic
ممبئی 17 جولائی 2019 بالی ووڈ کے سلطان سلمان خان نے اداکارہ کترینہ کیف کو ویسپا کی تصویر کے ساتھ سالگرہ کی مبارکباد پیش کی ہے بالی ووڈ کی باربی ڈول کہلائی جانے والی کترینہ کیف نے اپنی 36 ویں سالگرہ منائی اداکارہ کے اس خاص دن کے موقع پر دنیا بھر میں موجود ان کے مداحوں کی جانب سے انہیں مبارکبادیں پیش کی گئیں انڈسٹری میں ان کے سب سے زیادہ قریب سمجھے جانے والے اداکار سلمان خان بھی کترینہ کو مبارک باد دینا نہ بھولے سلمان خان نے انسٹا گرام پر کترینہ کیف کو سالگرہ کی مبارکباد دینے کے لیے ایک تصویر پوسٹ کی تصویر میں سلمان خان اور کترینہ کیف خوبصورت ویسپا پر بیٹھے مخالف سمت میں اشارہ کرکے ایک دوسرے کو کچھ دکھانے کی کوشش کر رہے ہیں ساتھ ہی انہوں نے لکھا کہ سالگرہ مبارک کترینہ واضح رہے کہ گزشتہ ماہ ہی علی عباس ظفر کی ہدایت کاری میں ریلیز ہونے والی فلم بھارت میں کترینہ کیف اور سلمان خان نے مرکزی کردار ادا کیا تھا فلم باکس افس پر اب تک 300 کروڑ روپے سے زائد کا بزنس کر چکی ہے,0,human,urdu,,arabic
"محمد صلاح أظهرت دراسة حديثة -أجراها مجلس المؤتمرات الكندي- أن كيبيك كبرى
المقاطعات الكندية تشهد شيخوخة أسرع ومعدل مواليد أقل، وتنبأت بأن عدد الوفيات
هناك سيكون أكبر من عدد المواليد بحلول عام 2028. أمام هذا السيناريو، تحتاج
كيبيك إلى ثمانين ألف مهاجر سنويا بدءا من عام 2020، ويتوقع المجلس أن 100% من
النمو السكاني في هذه المقاطعة سيتحقق عن طريق الهجرة بحلول عام 2023، وبحلول
2034 على مستوى كندا كلها. كندا إذن تنظر إلى الهجرة اليوم باعتبارها الحل
الواقعي لزيادة تعداد السكان الذي يبلغ حاليا 38 مليون نسمة، لذا استقبلت أكثر من
ستمئة ألف مهاجر خلال عامي 2018 و2019. وأعلن وزير الهجرة ماركو منديسينو مطلع
هذا الشهر أن بلاده تخطط لقبول مليون مهاجر على مدار ثلاثة أعوام، بهدف تعويض
النقص في العمالة بسبب شيخوخة السكان وتراجع معدل المواليد، فحسب الحكومة من
المتوقع أن يبلغ أكثر من تسعة ملايين نسمة سن التقاعد عام 2030. 10 أشياء تتميز
بها كندا1- العمل: فهي الثالثة من بين خمسين دولة بمؤشر العلامات التجارية في
مجالات: العمل، التعليم، الاستثمار، المساواة، نوعية الحياة. 2- مستوى المعيشة:
التاسعة عالميا في الصحة والمعيشة والتعليم، حسب مؤشر التنمية البشرية السنوي
للأمم المتحدة عام 2016. 3- التمتع بالرعاية الصحية: من خلال الدعم الحكومي
للضمان الاجتماعي للمهاجرين وأسرهم. 4- توافر الفرص التعليمية: كندا معروفة بنظام
تعليمي متميز، وبها عدد من أفضل الجامعات على مستوى العالم، والتعليم الأساسي
فيها مجاني، مما يجعل الحصول على فرص تعليمية جيدة أمرا متاحا. 5- الشعور بالأمن
والسلام: فالقيود الصارمة على استخدام الأسلحة النارية جعلتها على رأس الدول
الأكثر سلما حسب تصنيف مجلة إيكونوميست البريطانية عام 2007. 6- أجواء الحرية
والتسامح: احتلت كندا المرتبة الثانية عالميا في الحريات الفردية والتسامح
الاجتماعي، حسب مؤشر ليغاتوم العالمي للرخاء 2016، لسمعتها كمجتمع مفتوح ومرحب
بالوافدين. 7- ثقافة الاعتذار: وهي من السلوكيات الملحوظة هناك، فقد أظهر استطلاع
أجرته جامعة كوين أن 90% من الكنديين بين 18 و25 عاما يبادرون بالاعتذار إذا صدر
منهم أي تصرف مسيء. 8- المناظر الريفية والبحيرات: كندا الأولى عالميا في عدد
البحيرات، ففيها ثلاثة ملايين بحيرة، منها 250 ألفا في مقاطعة أونتاريو التي
تستأثر بثلث المياه العذبة في العالم. 9- بيئة صحية: ففي دراسة أجرتها منظمة
الصحة العالمية على جودة الهواء مؤخرا، جاءت كندا في المرتبة الثالثة. شروط
وتسهيلات الهجرة عام 2020 الشروطنشرت الحكومة على موقعها الرسمي الشروط الواجب
توافرها في أي شخص يرغب في الهجرة والعمل هناك، من خلال برامج تغطي مقاطعات
أونتاريو، مانيتوبا، ساسكاتشوان، ألبرتا، بريتش كولومبيا، وهي: 1- الحصول على
توصية من المنظمة الاقتصادية للمقاطعة، وتُمنح بعد تقديم الخبرات والمهارات. 2-
الحصول على عرض عمل ثابت بعدد ساعات لا تقل عن ثلاثين ساعة مدفوعة الأجر أسبوعيا.
3- الخبرة العملية في نفس المهنة بما لا يقل عن 1560 ساعة في العام الواحد. 4-
الحصول على الشهادة الثانوية أو مؤهل متوسط على الأقل. 5- توافر الحد الأدنى
المطلوب في اللغة، بما لا يقل عن خمس درجات في اختبار أيلتس. 6- توافر غطاء مالي
كاف للمعيشة. 7- إثبات نية العيش والاستقرار في المقاطعة أو المنطقة التابعة لها.
ويمكن التواصل مع إدارة الهجرة واللاجئين والمواطنة في كندا (IRCC) عبر موقع
Cic.gc.ca التسهيلات الجديدة1- البدء بنظام يعتمد على الفاعلية والسرعة في الرد
على طلبات الهجرة، من خلال احتساب نقاط تستخدم كمعيار للقبول، على أساس: حسن
السلوك، المستوى الدراسي، السن، الخبرات العملية، اللغة، اللياقة البدنية
والصحية، الحالة العائلية، القدرة على التأقلم، وجود قريب أو صديق بكندا. 2- توقع
إلغاء رسوم الجنسية: فبعد أن كانت تكلفتها تصل إلى 630 دولارًا للفرد، وأكثر من
1500 للأسرة، هناك وعود حكومية بالتنازل عن الرسوم. 3- تخفيف اختبار اللغة
وامتحان المواطنة لمن تتراوح أعمارهم بين 18 و54 عاما ""لتسريع تحول المهاجرين
الجدد إلى مواطنين"" وفقا لأندرو غريفيث الباحث في سياسة المواطنة الكندية. لذلك
تنبأت منصة حملة Liberal بزيادة نسبتها 40% في المواطنين الجدد بحلول عام 2024.
عقد عمل بانتظاركيظهر أحدث تقرير للاتحاد الكندي للأعمال المستقلة أن هناك حوالي
433000 وظيفة بالقطاع الخاص لم يتم الوفاء بها في الربع الأخير من 2019، لذا يمكن
الحصول على عقد عمل سريع في كندا لمن يعمل في المجالات التالية: \- أساتذة
الجامعات. \- المحاسبون القانونيون. \- العاملون في مجال التعدين والمعدات
الثقيلة والروافع والحفارات. \- الطهاة والعاملون في مجال المطاعم والخدمات
الفندقية والضيافة. \- الأطباء والممرضون والمتخصصون في الإشراف الصحي والعلاج
الطبيعي. \- قطاعات الزراعة والخدمات الشخصية (مصففو الشعر والتنظيف الجاف...).
\- المقاولون ومديرو المباني وأرباب الحرف المعمارية (كهرباء- نجارة- سباكة...).
\- المهندسون، لاسيما في مجال الحاسوب والإلكترونيات والجيولوجيا والكيمياء
والبترول والتعدين.",0,chatGPT,,arabic,arabic
شاپنگ کے شوقین افراد کے لیے اچھی خبر یہ ہے کہ ایک حالیہ مطالعے میں یہ بات سامنے ئی ہے کہ مادی چیزوں کو خریدنے سے بھی خوشی حاصل ہوسکتی ہےسوسائٹی پرسنیلٹی اینڈ سوشل سائیکالوجی کے محقیقین نے بتایا کہ سوئٹر یا اسکیٹ بورڈ یا ایسی چیز جو کے کام سکے کو خریدنے سے وقتا فوقتا خوشی کا احساس ہوتا رہتا ہےاس کے برعکس کسی جگہ جانے جیسے کے چڑیا گھر کا دورہ کرنے سے کو ایک ساتھ زیادہ خوشی کا احساس ہوتا ہے تاہم یہ احساس اس دورے کے ساتھ ہی ختم ہوجاتا ہےریسرچر ویڈمین نے کہا کہ زندگی میں کوئی نیا تجربہ حاصل کیا جائے یا پھر کچھ خریدا جائے اس بات کا فیصلہ اس بات پر منحصر ہے کہ کس طرح کی خوشی چاہتے ہیںانہوں نے وضاحت کرتے ہوئے کہا کہ مثال کے طور پر کچھ خریدنے کا فیصلہ کرتے ہیں اور کے پاس ایک کنسرٹ میں شرکت کرنے یا پھر اپنے ٹی وی لانج کے لیے نیا صوفہ خریدنے کا پشن ہےکنسرٹ پر جانے سے کو بے انتہا تھرل ملے گا تاہم یہ جلد ہی ختم ہوجائے گا اور یہ ایک اچھی یاد بن کر رہ جائے گادوسری جانب صوفہ خریدنے سے ہر مرتبہ اس پر بیٹھنے کا احساس کو خوشی دے گا اس سے کنسرٹ جیسی تھرل تو نہیں ملے گی تاہم یہ خوشی وقتا فوقتا حاصل ہوتی رہے گی,0,human,urdu,,arabic
لاہور پنجاب حکومت نے بجٹ میں 1000 سی سی تک کی چھوٹی گاڑیوں پر ہر سال ٹوکن ٹیکس لینے کی بجائے لائف ٹائم ایک بار فی گاڑی 10 ہزار روپے وصول کرنے کی تجویز دی ہے فنانس بل میں ترمیم کو شامل کر لیا گیا پنجاب بجٹ کی فنانس بل دستاویز کے مطابق نئے مالی سال کے بجٹ میں گاڑیوں کے ٹیکس وصولی کے طریقہ کار میں رد وبدل کیا گیا ہے جس کے مطابق نئے مالی سال سے 1000 سی سی کی گاڑیوں پر لائف ٹائم 10 ہزار ٹوکن ٹیکس وصول کیا جائے گا اس بارے میں ایڈیشنل سیکریٹری ایکسائز پنجاب مسعود الحق نے جیو کو بتایا اس تجویز کو فنانس بل ترمیم کا حصہ بنا دیا گیا ہے جو یکم جولائی سے نافذ العمل ہوگا مسعود الحق نے بتایاکہ اس وقت صوبے میں لاکھ گاڑیاں ہیں جن سے مجموعی طور پر ارب روپے وصول ہوں گے اس کے علاوہ ہر سال 35 ہزار گاڑیاں نئی رجسٹرڈ ہوتی ہیں جس سے 35 کروڑ روپے ٹوکن ٹیکس وصول ہوگاانہوں نے کہا کہ اس کا بنیادی مقصد لوگوں کو ایکسائز فس ڈاک خانے کے چکروں سے بچانا اور محکمہ کو بروقت پیسے کی ریکوری ہے جس سے ڈیفالٹ ریشو صفر ہو جائے گا,0,human,urdu,,arabic
وزارت خزانہ نے کہا ہے کہ ہزار روپے کا نوٹ ختم نہیں کیا جارہا ہے ایک بیان میں وزارت خزانہ کی جانب سے کہا گیا ہے کہ ہزار روپے کے نوٹ کو ختم کرنے سے متعلق خبریں بے بنیاد ہیں وزارت خزانہ کے مطابق گزشتہ مالی سال کے دوران کل کرنسی کا 17فیصد 5ہزار روپے کے نوٹوں پر مشتمل تھا 5ہزار روپے کا نوٹ ختم کرنے سے کاروباری طبقے کے لیے مسائل ہو گے وزارت خزانہ نے کہا ہے کہ ہزار روپے کا نوٹ ختم نہیں کیا جارہا ہے ایک بیان میں وزارت خزانہ کی جانب سے کہا گیا ہے کہ ہزار روپے کے نوٹ کو ختم کرنے سے متعلق خبریں بے بنیاد ہیں وزارت خزانہ کے مطابق گزشتہ مالی سال کے دوران کل کرنسی کا 17فیصد 5ہزار روپے کے نوٹوں پر مشتمل تھا 5ہزار روپے کا نوٹ ختم کرنے سے کاروباری طبقے کے لیے مسائل ہو گے,0,human,urdu,,arabic
"کراچی: پاکستان سپر لیگ (پی ایس ایل) کے پانچویں ایڈیشن کے فائنل میں کراچی کنگز ناکام دفاعی چیمپیئن پشاور زلمی کے خلاف کھیلنے کے لئے پہنچ گئی ہے۔

پشاور زلمی نے پہلے بیٹنگ کرتے ہوئے 148 رنز کا ہدف ترسیل کرنے کا فیصلہ کیا تھا۔ کراچی کنگز نے پہلی اننگز میں پشاور زلمی کے ہفتہ واپسی کردیا تھا، جبکہ دوسری اننگز میں پشاور زلمی نے بہترین بیٹنگ کرتے ہوئے یہ مقابلہ جیت لیا۔

پشاور زلمی کے کپتان دارین سمیت تمام ٹیم کے کھلاڑیوں نے بہترین کھیل کیا اور انہوں نے کراچی کنگز کو ایک بہترین مقابلے میں شکست دیدی۔

پشاور زلمی کے کپتان دارین نے کہا کہ یہ ان کے لئے بہت بڑی جیت ہے اور وہ اپنے فینز کے لئے بہت خوش ہیں۔ وہ کہا کہ ان کے کھلاڑیوں نے بہترین کھیل کیا اور انہوں نے اپنے فینز کے لئے ایک بہترین پی ایس ایل فائنل پیش کیا۔

کراچی کنگز کے کپتان نے بھی اپنے کھلاڑیوں کی تعریف کی اور کہا کہ وہ بہترین کھلاڑیوں میں سے ایک ہیں۔ انہوں نے کہا کہ یہ ایک بہترین مقابلہ تھا اور وہ اپنے فینز کے لئے بہت خوش ہیں۔

پشاور زلمی نے پہلی بار پی ایس ایل کے فائنل میں شرکت کی اور انہوں نے اپنے پہلے فائنل میں ہی ایک بہترین کھیل کیا۔ انہوں نے اپنے فینز کے لئے بہت خوشی کا اظہار کیا اور کہا کہ وہ اپنے فینز کے لئے ایک بہترین پی ایس ایل فائنل پیش کرنا چاہتے ہیں۔

پی ایس ایل کے فائنل کے دوران کراچی کے ناظم شاہ نے بھی اپنے فینز کے لئے بہت خوشی کا اظہار کیا۔ انہوں نے کہا کہ وہ اپنے فینز کے لئے بہت فخر کا باعث ہیں اور وہ اپنے فینز کے لئے ایک بہترین پی ایس ایل فائنل پیش کرنا چاہتے ہیں۔",1,chatGPT,urdu,,arabic
