"text","label","model","source","domain","language"
"不知道还有没有其他条件
1\步兵.一般说,如果坦克是落单的,那么步兵是对付坦克的最好的""武器"",坦克别看甲厚器利,但一旦孤立地落在一群步兵手里,用不着步兵手里拿什么武器,就是一般的自动步枪,对坦克来说,唯一能做的就是投降!调头跑?想都别想.
但要是一群坦克加上后面掩护的步战,则另当别论.
而且即使是120火,对付现代坦克厚厚的装甲也是有难度的.
综合评价:2星
2\坦克.坦克是专门对付坦克的.就算是当代再落后的坦克,比如我们的59,单是一对一,而且是同时发现同时击发,即使105不能摧毁M1A2,也至少可以让他退出战斗.
但相比步兵来说,这一点相对要弱一些.但要换99,M1A2就等上帝接见吧.
所以,要看坦克的型号和性能.
综合评价:1星半
3\直升机.号称坦克杀手.别看WZ9弱不经风,但一颗HJ8还是照样能报销一辆M1.
综合评价:3星!","0.0","human","chinese","","chinese"
"最近的爱情运势对天秤座来说，会有一些小小的挑战，但也会有许多机会。与摩羯座的关系也会有所发展，但双方需要多花点心思去了解对方，才能够让这段关系更加稳定与持久。","1.0","davinci","chinese","","chinese"
"贾代善娶史太君的立场，相当于贾宝玉娶薛宝钗。史太君是宁国府的女儿，出身高贵，且有美貌和才华，是当时的佳话。而林黛玉则来自贫苦的出身，虽然聪明美丽，但在婚姻的选择上，与贾宝玉的身份和地位相差甚远。薛宝钗则出身于大户人家，有美貌才华，且与贾宝玉的身份和地位相当，因此更符合贾家的家族期望。

对于宝玉的期望，贾家肯定希望他能继承家族的业业，成为一代贤才，并且有稳定的家庭生活。在《红楼梦》的故事情节中，宝玉经历了许多的爱情和纷争，但最终没有与任何人成婚，而是度过了短暂的人生。这也许不太符合贾家的期望，但是宝玉最终成为了小说中最深刻的形象之一，这也成为了他终身难忘的记忆。","1.0","chatGPT","chinese","","chinese"
"要让照片看起来通透有质感，可以考虑以下几点：

1. 调整曝光和对比度：适当提高曝光和对比度可以让照片看起来更明亮、更清晰。

2. 调整色彩饱和度和色调：使颜色更加鲜明、明亮。

3. 调整锐化：适度增加锐度可以让照片看起来更加清晰，但不能过度，否则会导致噪点和锯齿。

4. 纠正色差：对于色差较大的照片，需要进行纠正，保持色彩的平衡。

5. 调整亮度和阴影：通过调整亮度和阴影的对比度，可以让照片的细节更加清晰。

6. 精细修图：在以上基础上，还需要进行精细修图，比如去除杂质、调整局部曝光等等。

至于歪猫、张小姨、Tang等摄影师的照片，他们所使用的修图软件、修图技巧和风格风格各不相同，这些照片的魅力不仅仅来自于后期修图，更在于如何通过构图、摄影技法、光影等因素达到出色的拍摄效果。","1.0","chatGPT","chinese","","chinese"
"无锡拍婚纱照的价格会因拍摄风格、选址、化妆、服装等因素而有所不同。一般而言，无锡拍摄婚纱照的价格在3000元到8000元之间，具体费用还需要与影楼或摄影师进行咨询。建议在选择影楼或摄影师时，可以多进行比较，了解他们的服务内容、价格、口碑等方面的信息，以便最终选择到适合自己的拍摄团队。","1.0","chatGPT","chinese","","chinese"
"作为AI助手，我无法证实有没有外星人存在。但是，如果有外星人存在，那么佛教的轮回理论是否能够适用在不同星球上是一个可能的问题，并且需要更深入的探究和理解。佛教的轮回理论是基于因果律和业力，认为生命在死亡后会转生到另一个存在中，这是一个不断重复的过程，直到达到解脱的境地。

至于外星人的存在是否会摧毁基督教的说法，这是一个涉及信仰和哲学的复杂问题。基督教认为上帝按照他自己的形象创造人，但是是否同样适用于其他生命形式并没有明确的说法。在科学和哲学上，人们也在探讨生命的发展和多样性的意义，但是目前并没有定论。","1.0","chatGPT","chinese","","chinese"
"1.煮饺子放葱法：在煮饺子水烧开之前，先放些大葱，水开后再下饺子，这样煮出的饺子不易破，熟后盛在碗里也不易粘
连。
2.盐水煮饺法：锅里的水烧开后加入适量盐，待盐溶解后再下饺子。盖上锅盖，直到煮熟，不用加水，不用翻动。这样煮出的饺子不粘锅，不破皮。","0.0","human","chinese","","chinese"
"=""https://s3.cn-north-1.amazonaws.com.cn/u-img/24452572"" width=""50%"">

若琪（Rokid）近期大规模投放于问答社区的广告可以说是一个很有创意的行销策略，它不仅能让用户更加了解若琪的产品，还可以让社区的用户参与其中，增加参与度，从而提升品牌知名度。另外，若琪的广告也能吸引更多的用户参与，这样也有利于拉动社区的活跃度。总之，若琪（Rokid）近期大规模投放于问答社区的广告是一个很有创意的行销策略，值得肯定。","1.0","davinci","chinese","","chinese"
"根据描述，建议尝试手机进入安全模式：正常开机出现三星开机画面的时候，常按左下角菜单键不放，直到进入安全模式；如进入安全模式，尝试删除字体软件，如无法删除，需备份个人数据（电话簿、短信息、照片等）恢复出厂设置（设置-隐私权-恢复出厂设置）。","0.0","human","chinese","","chinese"
"您好，我了解您的情况，以下是几点建议：

1. 确定您的目标：您想成为一个强力的玩家，还是只是享受游戏的乐趣？根据您的目标来制定合适的计划。

2. 提升装备：适当提升自己的装备可以帮助您更好地应对怪物的攻击和提高自己的输出。可以通过通关副本或购买装备来提升自己的装备。

3. 强化属性：在升级的过程中可以通过升级内丹、加点属性等方式来提高自身的攻击和防御能力。

4. 练习技能：技能是游戏中的重要部分，技能的使用可以大大提高您的输出、控制和承受能力，因此建议多尝试不同的技能，并练习它们的配合和使用。

5. 研究攻略：可以查找各种游戏攻略、视频教程等来了解游戏规则、战斗技巧等，并有助于您提升游戏水平。

希望以上建议对您有所帮助，祝您在《诛仙》中游戏愉快！","1.0","chatGPT","chinese","","chinese"
"首先，要理解逢中必反是一种常见的现象。在任何社会中，都会有人持不同的观点和意见。在一个开放自由的社会中，人们有权利就各种问题表达自己的看法，包括不同于主流观点的看法。

其次，关于一些具体问题的反对声音，可能是因为不同人对同一件事情持有不同的看法。比如，一些人反对建造航母，可能是因为认为这是不必要的军事扩张行为，同时会浪费大量的财力和资源。而另一些人则认为，建造航母是保障国家安全和维护国家利益的必要举措。

另外，一些人可能反对某些政府政策或行为，因为他们认为这些政策或行为违反了人民的利益或价值观。一些情况下，反对者可能认为他们的声音在政策制定过程中被忽视或被排除在外，因此他们感到不满和失望。

最后，需要指出的是，反对一些政策或行为并不代表国人素质差。民主的核心是平等的发言权，每一个公民都有权表达自己的看法，包括对政府政策或行为的质疑或反对。只有确保公民的各种权力得到充分保障和实践，才能更好地推进社会和政治进步。","1.0","chatGPT","chinese","","chinese"
"我该如何选择人生第一份工作，职业规划师会告诉你，你要综合考虑什么什么因素，然后不必担心晋升，然后排个序，然后选择，什么清晰规划什么鬼的。我不扯这些，直接用白话文来说几点，然后你自己考虑。1.什么叫工行通用岗喔？就是包括销售运营等通用性人才喔，然后进去之后统一培训下，然后哪里有空缺，看你特长，哪里需要你，你就上哪里，然后我告诉你哪里最缺，就是柜员最缺，然后你就有百分之80的可能一直做柜员，然后超级","0.0","human","chinese","","chinese"
"这可以通过在电脑上使用扩展屏幕功能实现。大多数计算机和操作系统都支持这一功能。以下是具体步骤：

1. 连接投影仪到电脑上
2. 在电脑上打开设置
3. 点击“显示器”选项
4. 选择“扩展这个显示器”的选项
5. 点击“应用”或“确定”

这样，您的电脑屏幕将被扩展到投影仪上，而您可以继续在电脑屏幕上操作其他应用程序，而不会影响投影仪屏幕上的内容。","1.0","chatGPT","chinese","","chinese"
"华农人看到这个问题就来说说母校好了 华中农业大学和华南农业大学（广州）的简称都是华农，然后说简称就往往容易悲剧 1.我出去旅行有时候捡到小伙伴聊天发现是华农校友，顿时两眼湿润一起回忆母校生活。结果聊天越来越不对，对方问你哪个校区？诶，华农不是只有狮子山一个校区么？再一问，人家是华南农大的有木有（摔 2.新闻报道华农校网有各种FTP小电影下载，然后兴","0.0","human","chinese","","chinese"
"首先恭喜你即将步入婚姻殿堂！作为佛教徒，我们要以慈悲心和智慧去经营我们的婚姻和家庭。结婚的意义不只是因为父母的期望，而是我们可以通过婚姻来共同修行和体验生命的美好。婚姻是一个非常重要的人生阶段，我们需要认真对待。

建议你们在结婚前，可以共同制定家庭价值观和婚姻计划，以确保双方理解和认可彼此的期望和责任。在婚姻中，互相尊重、理解、包容和信任是非常重要的。同时，双方也需要持续地努力去学习佛法，以建立一个相互支持、修行共同的婚姻和家庭。

最后，祝福你们的婚姻幸福美满，共同修行成就菩提道！","1.0","chatGPT","chinese","","chinese"
"做爱是要先做前戏，就是和老公接吻，叫他摸你的乳房，乳头和阴蒂，要等你有阴道口爱液渗出时，手摸上去是滑滑的湿湿的，才能让他去插阴道。不然硬插那有引导不损伤的道理。出血就是这原因。如果按上面说的做的，还有血的话，那就要去看医生了。","0.0","human","chinese","","chinese"
"女朋友很漂亮。漂亮到我之前完全没想过她聪不聪明。仔细想了一下： 1司考前夜，她出了几道题考我，第二天都考了。2我妈超级喜欢她。3她可以给小米盒子越狱，会自己装无线路由器！ 4不知道我电脑的密码，我提示了一点点，上个厕所回来看到她已经开始玩了。我电脑开机密码有十多位。细思恐极！平时完全没有察觉她这么聪明！ 这种让男朋友感觉不到，润物无声的聪明，才是女朋友真正的聪明。谢邀。","0.0","human","chinese","","chinese"
"我最近练的猎人也是猪，明确告诉你，冲锋在28级沼泽猪可以学到3级的，角刺3级可以在赤瘠山16级的猪上学到，我是bl的，bl地盘角刺到了2级就断档了，费劲了。然后断层，只有到了48，49到诅咒之地抓猪，可以学到5级冲锋，7级角刺，然后就是60的瘟疫猪了，所有技能封顶。
断层阶段你可以学撕咬，不要激活角刺浪费集中值，只有pk时开一下，主要是为了打断，当然如果你野兽戒律加2点，技能可以全开，增加暴击的概率，激活狂暴，放心集中值够用，可以拉住怪。我就是这样过来的。抗到48级野猪就翻身了。你可以把撕咬忘了，没意义了。","0.0","human","chinese","","chinese"
"根据您提供的症状描述，女孩可能患上了视网膜色素变性、玻璃体出血等疾病，需要及早进行正确的治疗。建议您前往泰州市的三甲医院眼科就诊，如泰州市人民医院眼科、泰州市红房子眼科医院等。在就诊前提前电话预约医生，带上女孩的病历和检查报告，以便医生更好地为其提供治疗建议。同时，女孩还需要积极配合医生的治疗，保持心情愉悦，规律就餐，保证充足睡眠，避免熬夜和过度用眼。","1.0","chatGPT","chinese","","chinese"
"这种情况并不能说明男票是否真心喜欢你，因为每个人对爱情的理解都不同，有的人认为动手动脚是表达爱意的方式，而有的人则认为这是一种不尊重对方的行为。所以，你可以和男票沟通，明确你们的感情，以及你们的期待，从而更好地了解他的真实感受。","1.0","davinci","chinese","","chinese"
"十三娘二八婆，古人结婚早。元老院却还按着本时空的婚姻观来治理百姓，出点事儿也是正常。髡匪乱纲常灭人性，手下假髡都是光棍还让女子不出嫁，二十七八岁了还不婚配，实在可恶。此外，坏在女人手里的归化民也不少啊。比如黄熊，按说应该当营干部了，一步错过，现在还只能是连长","0.0","human","chinese","","chinese"
"正在追求一个妹子。层主今年刚毕业出来工作。今年情人节的时候送了她一个小鹿形状的台灯，她感觉不过，花了100左右。她问我想要什么我说想要你，可惜她一句你这样的话，我们朋友都做不成了。之后一天和她一起逛街，偶然间看到了尤克里里，我说本来想送这个给你的。她说对啊，你怎么不送这个，我说没事等下次发工资了就给你买，在网上查了查大概300-4000.我现在一个月工资4k。也在我能接受的范围之内。我和她之间的付出总是相互的","0.0","human","chinese","","chinese"
"没有去过哦，长了青春痘也不要急拉，多注意饮食清淡，少吃辛辣刺激性食物，不要用手去挤压，避免造成患处感染，引发多种炎症，还有保持面部清洁液很重要的，长痘期间要多注意，不要盲目的乱用化妆品，化妆品是遮盖不了的，最好的还是要治疗，如果较为严重的话你可以试试绿液肤疾圣宝中药祛痘药水的，属于中草药提取的原液，副作用也不大，效果也很不错，我觉得很好，你可以多了解了解，希望能对你有帮助。","0.0","human","chinese","","chinese"
"不见效换大夫呀，现在中医师水平参差不齐，差距很大，你不能就只这一个大夫；中药一般疗效稍慢，但是如果对症，3服药后舌苔应见好转，换句话说你现在吃了2个星期舌苔跟没吃前一样黄厚这个药就肯定不对症;不要迷信教授，我见过的有的教授连脉都不会摸，另看病要看专科，即皮肤病要看中医皮肤科，看内科效果不好，最起码缺乏临床经验","0.0","human","chinese","","chinese"
"手臂吸脂是一种减肥手术，可以从手臂部位抽取多余的脂肪，从而改善手臂线条。这种手术确实是一种有效的方法，但需要注意的是，手臂吸脂也有风险和副作用，比如术后可能会出现肿胀、疼痛、感染等问题。此外，手臂吸脂还需要一定的恢复期，需要遵守医生的建议，如穿着紧身衣、避免重负等。

如果想要减肥改善手臂线条，还有其他非手术的方法，比如健康饮食和运动。可以通过控制饮食和进行适当的有氧运动，来达到减肥瘦身的效果。","1.0","chatGPT","chinese","","chinese"
"若用测孕试纸测试了没有怀孕，的话应该没有怀孕。之所以该来的没来很可能是其它原因所致。女性的月事也容易受心情紧张，精神压抑，工作劳累，环境改变，身体不适，服用某些药物，减肥不当，营养不良，疾病等情况偶尔早来或迟后的，也是正常的情况。说不定就因为你总是担心怀孕而心情紧张所致。到底怀孕没有买个试纸测试一下便知。只要没有怀孕，那么放宽心请等待吧！该来的迟早会来的。若仍然不来的话，那么女人的(月)经(白)带是健康的晴雨表，任何的色、量、(气)味及时间的异常都是某些疾病的反应。建议朋友去看医生，强力推荐去看看中医，吃点中药好好排毒调理调理。仅供参考 

附：治女子月经不调方
乌骨鸡(药鸡)一只，益母草50g 当归25g 将两味中药放入鸡肚内，用线缝好，文火煨汤喝。即可按月对时来月经。不妨一试！","0.0","human","chinese","","chinese"
"可能是因为你的饮食不均衡、生活习惯不良导致的，首先建议你可以多食用一些清淡的食物，比如蔬菜水果，少吃一些油腻和辛辣的食物，多喝水，保证身体有足够的水分，也可以多吃一些富含维生素的食物，比如菠菜，西兰花等。另外要注意调节作息时间，保证充足的睡眠，每天早睡早起，减少熬夜，多运动，增强体质，改善睡眠质量。","1.0","davinci","chinese","","chinese"
"作为一个人工智能实体，我没有感官和经验来直接体验操作。但我可以分享一些人类创造和使用技术时采取的非常独特和眼界开阔的方法。

1. 网络快速响应型设计（RWD）：这是一种让网页更加适应不同的屏幕大小和设备类型的方法。它可以使网页自适应任何屏幕大小，从而提供更好的用户体验。

2. 大数据分析：随着互联网技术的不断发展，我们可以收集到大量的数据。对这些数据进行分析和挖掘可以揭示出许多有用的信息，从而帮助企业和组织做出更明智的决策。

3. 3D打印：3D打印技术可以制造出各种形状和尺寸的物体，有助于在制造业、医疗领域、建筑设计和艺术创作等领域应用。

4. 无人驾驶汽车：这是一种自动驾驶的技术，可以使汽车自动化行驶。这种技术可以提高交通安全性，提高驾驶效率，减少交通拥堵和污染。

5. 增强现实技术：增强现实技术结合虚拟现实技术和现实世界，可以打造出令人惊艳的视觉效果和用户体验。这种技术可以应用在多个领域，包括教育、游戏、广告和医疗等。

这些技术的发展和应用都为人类带来了无限可能。它们的出现不仅开阔了我们的视野，也推动着人类文明的发展。","1.0","chatGPT","chinese","","chinese"
"这样吧！我是结了婚的人了，你等10天左右要是不来的话，可能是怀孕了，你们虽然采取的是体外射精，但是也会导至怀孕的，有关报到也是有的，你也不必害怕。不过这种可能是很小的。10天后应该去购试纸来测试一下，如变成红色就是怀孕了。不过我还是要提醒你，下次可不要采取这种方法了，你可以用安全套啊！也可以采取别的措施啊","0.0","human","chinese","","chinese"
"基金转换后的持有时间是以最初认购该基金的时间作为起点，不会重新计算。例如，如果您在2015年5月1日认购了嘉实服务基金，则无论您何时将其转换为嘉实增长基金，您持有该基金的时间始终从2015年5月1日算起，不会重新计算。基金转换只是将原有的基金份额转换为新的基金份额，而不影响您持有时间的计算。","1.0","chatGPT","chinese","","chinese"
"许大部分人不知道，一向以千方百计吸引外资为重任的中国，目前已经成为发展中国家中主要的对外直接投资国。据商务部合作司副司长梁兵介绍，截止到2005年底，我国累计设立的境外中资企业共计9364家，累计对外直接投资净额517.2亿美元，其中2005年对外直接投资额为69.2亿美元。","","","","",""
"　　这已经引起了世界的关注。2005年7月至9月，同属于世界银行集团的外国投资咨询服务机构(FIAS)和多边投资担保机构(MIGA)发起了一次针对中国企业对外直接投资的调研，由北京大学中国中心进行具体操作。","","","","",""
"　　今年6月13日，在商务部投资促进事务局和世界银行集团共同主办的中国企业对外直接投资研讨会上，这项调研结果正式发布，给我们呈现了一幅中国企业对外直接投资的全景图。","","","","",""
"　　接受调研的150家企业来自8个对外直接投资企业最集中的城市：大连、北京、上海、杭州、宁波、深圳、西安和成都。这些企业均从事过或准备从事对外投资。已经有过对外直接投资的132家企业进行了总计251项投资，其中60%的企业仅有一项投资。","","","","",""
"　　通常人们会认为对外直接投资企业中，国有企业会占多数，但是在这150家企业中，国有企业仅占三分之一，占多数的是私营企业；150家企业中，超过70%的是未上市企业。企业首选的两个投资目的地分别为东亚和南亚及东南亚，其次是非洲、北美和西欧。","","","","",""
"　　由此可见，中国企业对外直接投资目前还处在试水阶段，没有形成规模，而且主要是集中在周边地区。","","","","",""
"　　在投资的驱动因素方面，得票率最高的三个选项分别为寻求市场(85%)、寻求战略性资产(51%)和实施企业的全球竞争战略(50%)，其次才是寻求资源和提高效率，分别占39%，规避国内竞争则为最低目标。","","","","",""
"　　北京大学中国经济研究中心副主任姚洋说，这项调查结果可能会令许多人感到意外，最近一段时间对于企业“走出去”寻求矿产资源的报道非常多，很多人因此认为这部分企业应该占多数，其实不然，寻求开拓市场以及战略性资产还是企业的对外直接投资的主要目的。","","","","",""
"　　可喜的是，在受访企业中，85%的企业表示实现了目标，54%的企业表示其对外直接投资的盈利能力不低于其国内投资，该比例在第一产业高达69%。","","","","",""
"　　按照所有权划分，64%的国有企业表示其对外投资的盈利能力等于或高于其国内投资，但该比例在私营企业只有41%。调查中，35%的企业认为国内和国外投资在赢利方面没有差异，该比例在私营企业上升至49%。由此可见，中国的私营企业面临的困难更多。","","","","",""
"　　风险越大的地方投资越热","","","","",""
"　　绝大部分中国企业表示他们面临严重的挑战。调研报告的结果显示，文化冲突、对当地市场的变化反应迟缓、缺乏资金和劳动力成本是中国企业开展对外直接投资面临的四项严峻的挑战。其它的挑战还包括与当地政府的交往、本地化和不良的社会秩序。","","","","",""
"　　中国企业的比较优势在对外投资中并没有体现出来。33%至59%的企业认为其在国内市场的比较优势遍及品牌、人力资源、技术、分销渠道、融资、市场信息和对投资政策的了解等各个方面。但在国际市场，33%的企业认为他们的比较优势仅限于性价比和产品质量。","","","","",""
"　　企业在对外直接投资的过程中，除了面临企业自身经营上的挑战之外，还面临着许多来自企业外部的挑战与困难。","","","","",""
"　　融资渠道不顺畅是企业面临的主要困难之一，58%的企业表示他们在获得融资方面有一些困难甚至非常困难。这些企业的主要资金来源分别为留存利润和国内银行的贷款，其次为外国商业银行贷款。77%的企业希望获得长期和中期融资，但未能如愿。","","","","",""
"　　企业还面临着许多风险，包括经营风险、政治风险等。在经营风险方面，汇率风险是中国投资者最关注的问题，但是这种风险与投资所在地紧密相关，高风险地区主要是在非洲、拉丁美洲和中东。","","","","",""
"　　在政治风险方面，中国企业认为最可能出现政治风险的地区是非洲(94%)，其次是中东(83%)、东欧及前苏联(77%)、拉丁美洲(71%)、南亚及东南亚(63%)。在对政治风险进行分类评价时，受访企业认为存在最严重的腐败和社会动荡风险的地区分别为中东、非洲、拉丁美洲、南亚及东南亚。有意思的是，虽然东南亚和非洲有很高的政治风险，但是这些地区仍然是中国企业的投资热点地区。据姚洋教授介绍，在调研过程中，有些企业反映，东南亚一些地区的当地政府大楼一到晚上都是灯火通明，刚开始去的时候还以为他们都在加班工作，后来才知道原来这些政府官员是在等着收受贿赂。","","","","",""
"　　大部分的企业认为拉丁美洲、南亚及东南亚、非洲、东欧及前苏联、中东和朝鲜的投资环境不如中国。但是这些投资环境比较差的地方反而是中国企业最乐意去的地方。姚洋教授解释说，这些国家的整体投资环境较差，但是机会比较多，并且他们的政府给予了中国企业非常大的支持，一路开绿灯。受访企业中有一家投资于朝鲜的一座废弃的金矿，朝鲜政府给予了大力支持，还专门为此修了一条公路。中国水利水电建设集团公司财务部副主任杨天福介绍，中国水电在柬埔寨投资了一个2.8亿美元的水电项目。他们与柬埔寨政府签订的合同中规定，无论是用电高峰期还是低峰期，政府都要购买一定数量的电量，因而极大地降低了项目的风险。","","","","",""
"　　然而，并不是所有的企业都有中国水电建设集团公司这么好的运气，也并不是所有的项目都会得到当地政府的特别照顾。同样是中国水电，杨天福介绍，他们在印度的投资就没有得到印度政府足够的支持。印度外交部拒绝给他们公司的员工发放长期签证，因此他们每半年都要被迫回国一次，然后再重新申请签证。这么一来，不但浪费了许多时间，还产生了很多不必要的成本和效率损失。","","","","",""
"　　针对此，杨天福希望中国的政府部门能够通过外交途径解决这些问题，进而给予中国企业“走出去”更多支持。因为有些困难企业通过自身的努力是可以克服的，有些则是无能为力。","","","","",""
"　　绝大部分的受访企业认为以下因素妨碍了企业对外直接投资：对获得外汇的限制，行政程序数量，办理程序所需的时间，有限的资金来源以及合规成本。全部受访企业一致认为取得外汇是一项严重的障碍。","","","","",""
"　　据姚洋教授介绍，调研开始的时候，他们曾试图通过国家外汇管理局获取一些关于中国企业对外直接投资的数据，因为企业要“走出去”，首先要申请到足够的外汇。他们认为外管局应该会有这方面的备案，后来他们发现此路不通。由于中国的外汇管理非常严格，企业不太可能通过外管局获得足够的外汇，也就不会再去申请。因此，外管局的统计数据极大地低于中国企业对外直接投资的实际数据。","","","","",""
"　　大连路明科技集团有限公司投融资总监刘义海告诉记者，他们公司在对外投资时也面临着这样的问题，他们的解决办法就是不通过外管局，而是直接通过设在开曼群岛或者香港的离岸金融公司直接将资金汇出境外进行汇兑。","","","","",""
"　　支持“走出去”","","","","",""
"　　在对非洲和朝鲜投资的企业中，超过70%的企业将中国政府的支持列为投资驱动因素之一。由此反映出中国政府发挥的作用是非常重要的。","","","","",""
"　　在问及希望中国政府采取哪些措施改善对外直接投资环境时，约有一半的受访企业表示他们在业务的各个方面都需要咨询服务和协助，尤其是在缩减办理程序所需时间、举办投资洽谈会、为投资申请提供指导并增加相关程序的透明度、以及明确投资类型和所需的相关程序方面。","","","","",""
"　　令人欣慰的是，中国企业“走出去”正在得到越来越多的支持。6月13日的研讨会上，商务部、财政部等政府部门，国际金融公司(IFC)，多边担保机构(MIGA)，外国投资咨询服务机构(FIAS)等国际机构以及中国出口信用保险公司等商业公司都表示了要大力支持中国企业的对外直接投资。","","","","",""
"　　商务部合作司副司长梁兵介绍说，商务部于去年11月1日启用了境外投资批准证书网上发放系统，通过该系统，极大地方便了企业，提高了政府工作效率。这次调研是差不多一年前进行的，国家外汇管理局的资本项目管理司的王国建说，近一年来，尤其是最近的几个月，国家外汇管理局放松了对于企业用汇的很多限制，外管局非常支持中国企业“走出去”。","","","","",""
"　　国际金融公司东亚太平洋局副局长冯桂婷女士认为，如果国际发展机构与中国政府和企业联手合作解决这些问题，相信将有利于中国海外投资的发展。世界银行集团国际金融公司(IFC)、外国投资咨询服务机构(FIAS)、多边投资担保机构(MIGA)希望为推动这一进程发挥作用。","","","","",""
